Article ID,Article URL,Status,User Count,Users,Include,Relevant Population,Relevant Intervention ,Relevant Outcome,> 1 ORO,Outcome section,blue carbon flux/storage,User Notes,Title,Journal,Authors
91759840,https://sysrev.com/p/121334/article/91759840,consistent,2,deviveytia|||adriencomte.pro,false,true,false|||true,false|||true,,,,,Modelling of hydrate formation kinetics: State-of-the-art and future directions,CHEMICAL ENGINEERING SCIENCE,"Ribeiro, Jr., Claudio P.; Lage, Paulo L. C."
91759841,https://sysrev.com/p/121334/article/91759841,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,"Organic matter pools, C turnover and meiofaunal biodiversity in the sediments of the western Spitsbergen deep continental margin, Svalbard Archipelago",DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,"Pusceddu, A.; Carugati, L.; Gambi, C.; Mienert, J.; Petani, B.; Sanchez-Vidal, A.; Canals, M.; Heussner, S.; Danovaro, R."
91759842,https://sysrev.com/p/121334/article/91759842,consistent,2,adriencomte.pro|||jean-pierre.gattuso,true,true,true,true,true,,,,"Perceptions and local adaptation strategies to climate change of marine capture fishermen in Bengkulu Province, Indonesia",NA,"Mulyasari, G.; Irham; Waluyati, L. R.; Suryantini, A."
91759843,https://sysrev.com/p/121334/article/91759843,consistent,2,bopp|||yunne-jai.shin,false,true,false,false|||true,false,false,,,Rethinking the design of resilience and adaptation indicators supporting coastal communities,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,"Keenan, Jesse M.; Maxwell, Keely"
91759844,https://sysrev.com/p/121334/article/91759844,resolved,3,jean-pierre.gattuso|||bopp|||deviveytia,true,true,true,true,,,,"""Fits under societal adaptation (to storm surge), built infrastructure & technology""",A Wireless Sensors Network System for Local Multipoint Storm Surge Measurements,MARINE TECHNOLOGY SOCIETY JOURNAL,"Chintalapati, Sunil; Subramanian, Chelakara S."
91759845,https://sysrev.com/p/121334/article/91759845,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,"Recruitment, growth and production of giant scallops (Placopecten magellanicus) along an environmental gradient in Baie des Chaleurs, eastern Canada",MARINE BIOLOGY,"Claereboudt, MR; Himmelman, JH"
91759846,https://sysrev.com/p/121334/article/91759846,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,false,false,false,,,,,The meteorology of Gale crater as determined from rover environmental monitoring station observations and numerical modeling. Part I: Comparison of model simulations with observations,ICARUS,"Pla-Garcia, Jorge; Rafkin, Scot C. R.; Kahre, Melinda; Gomez-Elvira, Javier; Hamilton, Victoria E.; Navarro, Sara; Torres, Josefina; Marin, Mercedes; Vasavada, Ashwin R."
91759847,https://sysrev.com/p/121334/article/91759847,consistent,2,bopp|||adriencomte.pro,false,false|||true,false|||true,false|||true,,,,,"Mixed siliciclastic-carbonate shelf sedimentation-Lower Devonian sequences of the SW Anti-Atlas, Morocco",SEDIMENTARY GEOLOGY,"Lubeseder, Stefan; Redfern, Jonathan; Boutib, Lahcen"
91759848,https://sysrev.com/p/121334/article/91759848,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,Sediment accumulation rates and particle mixing at northwestern Pacific seamounts,JOURNAL OF MARINE SYSTEMS,"Ota, Yuki; Suzumura, Masahiro; Tsukasaki, Ayumi; Suzuki, Atsushi; Seike, Koji; Minatoya, Jumpei"
91759849,https://sysrev.com/p/121334/article/91759849,consistent,2,deviveytia|||jean-pierre.gattuso,true,true,true,true,false,,,,"A globally deployable strategy for co-development of adaptation preferences to sea-level rise: the public participation case of Santos, Brazil",NATURAL HAZARDS,"Marengo, Jose A.; Nunes, Luci H.; Souza, Celia R. G.; Harari, Joseph; Muller-Karger, Frank; Greco, Roberto; Hosokawa, Eduardo K.; Tabuchi, Ernesto K.; Merrill, Samuel B.; Reynolds, Catherine J.; Pelling, Mark; Alves, Lincoln M.; Aragao, Luiz E.; Chou, Sin C.; Moreira, Fabiano; Paterson, Shona; Lockman, Jonathan T.; Gray, Alexander G."
91759850,https://sysrev.com/p/121334/article/91759850,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Comparison of energy-efficient configurations of direct-contact membrane distillation for brackish water desalination,DESALINATION AND WATER TREATMENT,"Ali, Emad; Orfi, Jamel; Najib, Abdullah; Saleh, Jehad"
91759851,https://sysrev.com/p/121334/article/91759851,consistent,2,deviveytia|||adriencomte.pro,false,false,true,true,,,,,Three Control Strategies to Improve the Microgrid Transient Dynamic Response During Isolated Mode: A Comparative Study,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"Kamel, Rashad M.; Chaouachi, Aymen; Nagasaka, Ken"
91759852,https://sysrev.com/p/121334/article/91759852,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,true,false,false,,,,,Combining an Ecological Experiment and a Genome Scan Show Idiosyncratic Responses to Salinity Stress in Local Populations of a Seaweed,FRONTIERS IN MARINE SCIENCE,"Kinnby, Alexandra; Jonsson, Per R.; Ortega-Martinez, Olga; Topel, Mats; Pavia, Henrik; Pereyra, Ricardo T.; Johannesson, Kerstin"
91759853,https://sysrev.com/p/121334/article/91759853,resolved,3,deviveytia|||jean-pierre.gattuso|||yunne-jai.shin,false,true,false,false,,,,,A hyperaccumulation pathway to hierarchically porous carbon nanosheets from halophyte biomass for wastewater remediation,SUSTAINABLE MATERIALS AND TECHNOLOGIES,"Mahto, Ashesh; Singh, Ankit; Aruchamy, Kanakaraj; Maraddi, Ashok; Bhadu, Gopala Ram; Kotrappanavar, Nataraj Sanna; Meena, Ramavatar"
91759854,https://sysrev.com/p/121334/article/91759854,resolved,3,deviveytia|||jean-pierre.gattuso|||yunne-jai.shin,true,true,true,true,false,false,false,"""A bit unsure -- coastal erosion can be a climate threat so include""",Influence of particle shape on pebble transport in a mixed sand and gravel beach during low energy conditions: Implications for nourishment projects,OCEAN \& COASTAL MANAGEMENT,"Grottoli, Edoardo; Bertoni, Duccio; Pozzebon, Alessandro; Ciavola, Paolo"
91759855,https://sysrev.com/p/121334/article/91759855,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Atmospheric CO2 concentrations and delta C-13 over western and eastern Mediterranean basins during summer 2007,ATMOSPHERIC ENVIRONMENT,"Longinelli, Antonio; Langone, Leonardo; Ori, Carlo; Selmo, Enricomaria"
91759856,https://sysrev.com/p/121334/article/91759856,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,false,true,true,,,,,``Listening to the Sounds of the Water{''}: Bringing Together Local Knowledge and Biophysical Data to Understand Climate-Related Hazard Dynamics,INTERNATIONAL JOURNAL OF DISASTER RISK SCIENCE,"Pauli, Natasha; Williams, Mark; Henningsen, Savuti; Davies, Kevin; Chhom, Chanchhaya; van Ogtrop, Floris; Hak, Sochanny; Boruff, Bryan; Neef, Andreas"
91759857,https://sysrev.com/p/121334/article/91759857,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,true,true,true,true,false,false,false,"""""",Light Is More Important Than Nutrient Ratios of Fertilization for Cymodocea nodosa Seedling Development,FRONTIERS IN PLANT SCIENCE,"Alexandre, Ana; Silva, Joao; Santos, Rui"
91759858,https://sysrev.com/p/121334/article/91759858,resolved,3,adriencomte.pro|||jean-pierre.gattuso|||deviveytia,false,true,false,false,,,,"""Vaguely worded abstract but exclude because the purpose of the reserve for helping to adapt to climate threats is not mentioned""",National park and reserve planning to protect biological diversity: some basic elements,LANDSCAPE AND URBAN PLANNING,"Shafer, CL"
91759859,https://sysrev.com/p/121334/article/91759859,consistent,2,deviveytia|||jean-pierre.gattuso,false,false|||true,false|||true,true,,,,,Sedimentary records of polycyclic aromatic hydrocarbons (PAHs) in remote lakes across the Tibetan Plateau,ENVIRONMENTAL POLLUTION,"Yang, Ruiqiang; Xie, Ting; Li, An; Yang, Handong; Turner, Simon; Wu, Guangjian; Jing, Chuanyong"
91759860,https://sysrev.com/p/121334/article/91759860,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,false|||true,false,false,,,,,Determination of the best carrier frequency based on the system and environmental parameters in underwater acoustic systems,PHYSICAL COMMUNICATION,"Doosti-Aref, Abdollah; Ebrahimzadeh, Ataollah"
91759861,https://sysrev.com/p/121334/article/91759861,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,true,false,false,,,,,Analyses of shoreline retreat by peak storms using Hasaki Coast Japan data,NA,"Ahmad, Nadeem; Suzuki, Takayuki; Banno, Masayuki"
91759862,https://sysrev.com/p/121334/article/91759862,resolved,3,adriencomte.pro|||jean-pierre.gattuso|||deviveytia,false,true,true,true,,,,"""This is a bit vague, but it seems that adaptive capacity (ie potential for adaptation options) is reported, so include""","Developing indicators for adaptive capacity for multiple use coastal regions: Insights from the Spencer Gulf, South Australia",OCEAN \& COASTAL MANAGEMENT,"Nursey-Bray, Melissa; Gillanders, Bronwyn M.; Maher, Jacob"
91759863,https://sysrev.com/p/121334/article/91759863,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,true,false,true,,,,,Carbon burial over the last four millennia is regulated by both climatic and land use change,GLOBAL CHANGE BIOLOGY,"Mao, Jinhua; Burdett, Heidi L.; McGill, Rona A. R.; Newton, Jason; Gulliver, Pauline; Kamenos, Nicholas A."
91759864,https://sysrev.com/p/121334/article/91759864,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,false,false|||true,false|||true,,,,,"Microhabitat heterogeneity and a non-native avian frugivore drive the population dynamics of an island endemic shrub, Cyrtandra dentata",JOURNAL OF APPLIED ECOLOGY,"Bialic-Murphy, Lalasia; Gaoue, Orou G.; Kawelo, Kapua"
91759865,https://sysrev.com/p/121334/article/91759865,consistent,2,deviveytia|||jean-pierre.gattuso,false,false,true,true,,,,,"Building on foundations for climate services for sustainable development: A case of coastal smallholder farmers in Kilifi County, Kenya",CLIMATE SERVICES,"Ogega, Obed M.; Gyampoh, Benjamin A.; Oludhe, Christopher; Koske, James; Kungu, James B."
91759866,https://sysrev.com/p/121334/article/91759866,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Winter-mixing preconditioning of the spring phytoplankton bloom in the Bay of Biscay,LIMNOLOGY AND OCEANOGRAPHY,"Gonzalez-Gil, Ricardo; Taboada, Fernando Gonzalez; Caceres, Carlos; Largier, John L.; Anadon, Ricardo"
91759867,https://sysrev.com/p/121334/article/91759867,resolved,3,deviveytia|||bopp|||yunne-jai.shin,true,true,true,true,true,false,false,"""mentions calculating achievement status for climate actions/strengthening resilience""",Risk assessment for the sustainability of coastal communities: A preliminary study,SCIENCE OF THE TOTAL ENVIRONMENT,"Sajjad, Muhammad; Chan, Johnny C. L."
91759868,https://sysrev.com/p/121334/article/91759868,consistent,2,deviveytia|||jean-pierre.gattuso,false,false,true,true,,,,,The influence of soil resources and plant traits on invasion and restoration in a subtropical woodland,PLANT ECOLOGY,"Yelenik, Stephanie G.; D'Antonio, Carla M.; August-Schmidt, Elizabeth"
91759869,https://sysrev.com/p/121334/article/91759869,consistent,2,deviveytia|||adriencomte.pro,false,true,false|||true,false,,,,,Determination of Mangrove Change in Matang Mangrove Forest Using Multi Temporal Satellite Imageries,NA,"Ibrahim, N. A.; Mustapha, M. A.; Lihan, T.; Ghaffar, M. A."
91759870,https://sysrev.com/p/121334/article/91759870,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false|||true,false|||true,,,,,Evaluating decision-support tools for monetary valuation of ecosystem services for Marine Protected Areas,OCEAN \& COASTAL MANAGEMENT,"Qu, Zoe; Thrush, Simon; Lewis, Nicolas"
91759871,https://sysrev.com/p/121334/article/91759871,consistent,2,adriencomte.pro|||jean-pierre.gattuso,true,true,true,true,,,,"""editorial to exclude ?""",Preface: Monitoring and modelling to guide coastal adaptation to extreme storm events in a changing climate,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,"Brown, J. M.; Ciavola, P.; Masselink, G.; McCall, R.; Plater, A. J."
91759872,https://sysrev.com/p/121334/article/91759872,consistent,2,deviveytia|||adriencomte.pro,false,false|||true,true,true,,,,,"A Hedera green facade - Energy performance and saving under different maritime-temperate, winter weather conditions",BUILDING AND ENVIRONMENT,"Cameron, Ross W. F.; Taylor, Jane; Emmett, Martin"
91759873,https://sysrev.com/p/121334/article/91759873,consistent,2,deviveytia|||jean-pierre.gattuso,false,false,true,true,,,,,Mimicking nature to reduce agricultural impact on water cycles: A set of mimetrics,OUTLOOK ON AGRICULTURE,"van Noordwijk, Meine; van Oel, Pieter; Muthuri, Catherine; Satnarain, Usha; Sari, Rika Ratna; Rosero, Paulina; Githinji, Margaret; Tanika, Lisa; Best, Lisa; Assogba, Gildas Geraud Comlan; Kimbowa, George; Andreotti, Federico; Lagneaux, Elisabeth; Wamucii, Charles Nduhiu; Hakim, Arief Lukman; Miccolis, Andrew; Abdurrahim, Ali Yansyah; Farida, Ai; Speelman, Erika; Hofstede, Gert Jan"
91759874,https://sysrev.com/p/121334/article/91759874,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Degradation state of organic matter in surface sediments from the Southern Beaufort Sea: a lipid approach,BIOGEOSCIENCES,"Rontani, J. -F.; Charriere, B.; Petit, M.; Vaultier, F.; Heipieper, H. J.; Link, H.; Chaillou, G.; Sempere, R."
91759875,https://sysrev.com/p/121334/article/91759875,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,true,false,false,,,,,Alternative Particle Formation pathways in the Eastern Tropical North Pacific's Biological Carbon Pump,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,"Cavan, E. L.; Giering, S. L. C.; Wolff, G. A.; Trimmer, M.; Sanders, R."
91759876,https://sysrev.com/p/121334/article/91759876,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,false|||true,false|||true,false,,,,,"Physico-chemical evaluation of groundwater along the coast of the Central Region, Ghana",GROUNDWATER FOR SUSTAINABLE DEVELOPMENT,"Asare, Albert; Appiah-Adjei, Emmanuel K.; Ali, Bukari; Owusu-Nimo, Frederick"
91759877,https://sysrev.com/p/121334/article/91759877,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,false|||true,false,false,,,,,Reaching a socio-ecological tipping point: Overgrazing on the Greek island of Samothraki and the role of European agricultural policies,LAND USE POLICY,"Fetzel, Tamara; Petridis, Panos; Noll, Dominik; Singh, Simron Jit; Fischer-Kowalski, Marina"
91759878,https://sysrev.com/p/121334/article/91759878,consistent,2,deviveytia|||adriencomte.pro,false,false|||true,false|||true,false|||true,,,,,"Trace metals contamination potential and health risk assessment of commonly consumed fish of Perak River, Malaysia",PLOS ONE,"Salam, Mohammed Abdus; Paul, Shujit Chandra; Zain, Rabiatul Adawiyah M. Mohamad; Bhowmik, Snahasish; Nath, Mithun Rani; Siddiqua, Sadia Afrin; Das Aka, Tutun; Iqbal, Muhammad Anwar; Kadir, Wan Rashidah; Ahamad, Rozita Binti; Khaleque, Abdul; Rak, Aweng Eh; Amin, Mohamad Faiz Mohd"
91759879,https://sysrev.com/p/121334/article/91759879,consistent,2,adriencomte.pro|||jean-pierre.gattuso,true,true,true,true,,,,,Economic impact of climate change and climate change adaptation strategies for fisheries sector in Solomon Islands: Implication for food security,MARINE POLICY,"Dey, Madan Mohan; Gosh, Kamal; Valmonte-Santos, Rowena; Rosegrant, Mark W.; Chen, Oai Li"
91759880,https://sysrev.com/p/121334/article/91759880,consistent,2,deviveytia|||adriencomte.pro,false,false,false|||true,false|||true,,,,,Novel joining of dissimilar materials in the graphite/Hastelloy N alloy system using pure Au doped with Si particles,MATERIALS CHARACTERIZATION,"Jin, Weiya; He, Yanming; Yang, Jianguo; Zhu, Dongdong; Shen, Hanyang; Wang, Limei; Gao, Zengliang"
91759881,https://sysrev.com/p/121334/article/91759881,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,false,false|||true,true,,,,,Anticipating and managing engineering problems in the complex karst environment,ENVIRONMENTAL EARTH SCIENCES,"Parise, Mario; Closson, Damien; Gutierrez, Francisco; Stevanovic, Zoran"
91759882,https://sysrev.com/p/121334/article/91759882,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,false,true,true,,,,,Overbuilding \& curtailment: The cost-effective enablers of firm PV generation,SOLAR ENERGY,"Perez, Marc; Perez, Richard; Rabago, Karl R.; Putnam, Morgan"
91759883,https://sysrev.com/p/121334/article/91759883,resolved,3,adriencomte.pro|||jean-pierre.gattuso|||deviveytia,true,true,true,true,,,,"""Yes - I believe they are located in oceans and fall under mitigation - improve efficiency options. Outcome is explicitly applied to the ORO""",Design of self-righting steam generators for solar-driven interfacial evaporation and self-powered water wave detection,JOURNAL OF MATERIALS CHEMISTRY A,"Chen, Guoliang; Li, Na; He, Jintao; Qiao, Lifang; Li, Fangbin; Wang, Shuxue; Yu, Liangmin; Murto, Petri; Li, Xiaoyi; Xu, Xiaofeng"
91759884,https://sysrev.com/p/121334/article/91759884,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,"Assessment for water quality by artificial neural network in Daya Bay, South China Sea",ECOTOXICOLOGY,"Wu, Mei-Lin; Wang, You-Shao; Gu, Ji-Dong"
91759885,https://sysrev.com/p/121334/article/91759885,consistent,2,bopp|||adriencomte.pro,true,true,true,true,false,,,,The Practicalities of a Learning Tourism Destination: a Case Study of the Ningaloo Coast,INTERNATIONAL JOURNAL OF TOURISM RESEARCH,"Schianetz, Karin; Jones, Tod; Kavanagh, Lydia; Walker, Paul A.; Lockington, David; Wood, David"
91759886,https://sysrev.com/p/121334/article/91759886,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,Climate change adaptation as a development challenge to small Island states: A case study from the Solomon Islands,ENVIRONMENTAL SCIENCE \& POLICY,"Filho, Walter Leal; Ha'apio, Michael Otoara; Lutz, Johannes M.; Li, Chunlan"
91759887,https://sysrev.com/p/121334/article/91759887,resolved,2,deviveytia|||jean-pierre.gattuso,false,false,true,true,,,,"""River delta -- not coastal""",The spatiotemporal dynamics of ecosystem services bundles and the social-economic-ecological drivers in the Yellow River Delta region,ECOLOGICAL INDICATORS,"Zhang, Tingjing; Zhang, Shuping; Cao, Qian; Wang, Haiyang; Li, Yunlong"
91759888,https://sysrev.com/p/121334/article/91759888,consistent,2,bopp|||adriencomte.pro,false,false,false|||true,false|||true,,,,,Distinctive Patterns in the Taxonomical Resolution of Bacterioplankton in the Sediment and Pore Waters of Contrasted Freshwater Lakes,MICROBIAL ECOLOGY,"Keshri, J.; Ram, A. S. Pradeep; Sime-Ngando, T."
91759889,https://sysrev.com/p/121334/article/91759889,consistent,2,bopp|||adriencomte.pro,false,false,true,false|||true,,,,,Regional innovation strategy for resilience and transformative industrial path development: evolutionary theoretical perspectives on innovation policy,EASTERN JOURNAL OF EUROPEAN STUDIES,"Asheim, Bjorn T.; Herstad, Sverre J."
91759890,https://sysrev.com/p/121334/article/91759890,consistent,2,deviveytia|||adriencomte.pro,false,false,false|||true,false|||true,,,,,"Echolocation calls and flight behaviour of the elusive pied butterfly bat (Glauconycteris superba), and new data on its morphology and ecology",ACTA CHIROPTEROLOGICA,"Ing, Ros Kiri; Colombo, Raphael; Gembu, Guy-Crispin; Bas, Yves; Julien, Jean-Francois; Gager, Yann; Hassanin, Alexandre"
91759891,https://sysrev.com/p/121334/article/91759891,consistent,2,bopp|||adriencomte.pro,false,true,false,false,,,,,Observational Needs of Sea Surface Temperature,FRONTIERS IN MARINE SCIENCE,"O'Carroll, Anne G.; Armstrong, Edward M.; Beggs, Helen M.; Bouali, Marouan; Casey, Kenneth S.; Corlett, Gary K.; Dash, Prasanjit; Donlon, Craig J.; Gentemann, Chelle L.; Hoyer, Jacob L.; Ignatov, Alexander; Kabobah, Kamila; Kachi, Misako; Kurihara, Yukio; Karagali, Ioanna; Maturi, Eileen; Merchant, Christopher J.; Marullo, Salvatore; Minnett, Peter J.; Pennybacker, Matthew; Ramakrishnan, Balaji; Ramsankaran, Raaj; Santoleri, Rosalie; Sunder, Swathy; Picart, Stephane Saux; Vazquez-Cuervo, Jorge; Wimmer, Werenfrid"
91759892,https://sysrev.com/p/121334/article/91759892,consistent,2,deviveytia|||bopp,false,true,false,true,,,,,Hypercapnia-induced disruption of long-distance mate-detection and reduction of energy expenditure in a coastal keystone crustacean,PHYSIOLOGY \& BEHAVIOR,"Borges, Francisco O.; Sampaio, Eduardo; Figueiredo, Catia; Rosa, Rui; Grilo, Tiago F."
91759893,https://sysrev.com/p/121334/article/91759893,consistent,2,deviveytia|||jean-pierre.gattuso,true,true,true,true,false,,,,EVALUATION AND ADAPTIONS TO THE GREENHEART PROJECT ZERO-EMISSION VESSEL FOR SERVICE IN THE PACIFIC ISLANDS,INTERNATIONAL JOURNAL OF MARITIME ENGINEERING,"de Haan, N. A.; de Haas, M.; Horstmeier, D. F.; Noffke, D.; Rom, E. P. W. Scherpenhuijsen; Kana, A. A.; Akkerman, I; Nuttall, P.; Irvin, A."
91759894,https://sysrev.com/p/121334/article/91759894,consistent,2,adriencomte.pro|||jean-pierre.gattuso,true,true,true,true,,,,,"MANAGING COASTAL CHANGE IN THE CULTURAL LANDSCAPE A Case Study in Yankeetown and Inglis, Florida",CHANGE OVER TIME-AN INTERNATIONAL JOURNAL OF CONSERVATION AND THE BUILT ENVIRONMENT,"Volk, Michael; Frank, Kathryn; Nettles, Belinda B."
91759895,https://sysrev.com/p/121334/article/91759895,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,true,true,true,true,false,true,false,,Multi-Criteria Studies and Assessment Supporting the Selection of Locations and Technologies Used in CO2-EGS Systems,ENERGIES,"Pajak, Leszek; Sowizdzal, Anna; Gladysz, Pawel; Tomaszewska, Barbara; Miecznik, Maciej; Andresen, Trond; Frengstad, Bjorn S.; Chmielowska, Anna"
91759896,https://sysrev.com/p/121334/article/91759896,consistent,2,deviveytia|||adriencomte.pro,false,true,false,true,,,,"""no climate""","Comparing an ecosystem approach to single-species stock assessment: The case of Gazi Bay, Kenya",JOURNAL OF MARINE SYSTEMS,"Tuda, Paul M.; Wolff, Matthias"
91759897,https://sysrev.com/p/121334/article/91759897,consistent,2,deviveytia|||adriencomte.pro,false,false|||true,false|||true,true,,,,,Comparison of environmental impact on various desalination technologies,DESALINATION,"Nasrollahi, Mohsen; Motevali, Ali; Banakar, Ahmad; Montazeri, Mehdi"
91759898,https://sysrev.com/p/121334/article/91759898,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,false,false,false,false,,,,"""tricky, maybe exclude ?""",Soil Type and a Labile C Addition Regime Control the Temperature Sensitivity of Soil C and N Mineralization More than N Addition in Wetland Soils in China,ATMOSPHERE,"Wang, Chunmei; Zhang, Yunyun; Li, Yun"
91759899,https://sysrev.com/p/121334/article/91759899,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,"Identifying Shared Strategies and Solutions to the Human-Giant Tortoise Interactions in Santa Cruz, Galapagos: A Nominal Group Technique Application",SUSTAINABILITY,"Benitez-Capistros, Francisco; Couenberg, Paulina; Nieto, Ainoa; Cabrera, Freddy; Blake, Stephen"
91759900,https://sysrev.com/p/121334/article/91759900,resolved,3,deviveytia|||jean-pierre.gattuso|||yunne-jai.shin,false,false,false,false,,,,,"Characterizing mauka-to-makai connections for aquatic ecosystem conservation on Maui, Hawai?i",ECOLOGICAL INFORMATICS,"Wilmot, Ella; Wong, Jesse; Tsang, Yinphan; Lynch, Abigail J.; Infante, Dana; Oleson, Kirsten; Strauch, Ayron; Clilverd, Hannah"
91759901,https://sysrev.com/p/121334/article/91759901,consistent,2,adriencomte.pro|||jean-pierre.gattuso,true,true,true,true,false,,,,Modeling and analysis of renewable energy obligations and technology bandings in the UK electricity market,ENERGY POLICY,"Gurkan, Gul; Langestraat, Romeo"
91759902,https://sysrev.com/p/121334/article/91759902,consistent,2,bopp|||yunne-jai.shin,false,false,true,true,,,,,Effect of differential forest management on land-use change (LUC) in a tropical hill forest of Malaysia,JOURNAL OF ENVIRONMENTAL MANAGEMENT,"Masum, Kazi Mohammad; Mansor, Asyraf; Sah, Shahrul Anuar Mohd; Lim, Hwee San"
91759903,https://sysrev.com/p/121334/article/91759903,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,false,false,false,,,,,Companion planting attract-and-kill method for wireworm management in potatoes,JOURNAL OF PEST SCIENCE,"Vernon, Robert S.; van Herk, Willem G.; Clodius, Markus; Tolman, Jeff"
91759904,https://sysrev.com/p/121334/article/91759904,consistent,2,adriencomte.pro|||jean-pierre.gattuso,true,true,true,true,,true,,,Learning from integrated assessment of climate change,CLIMATIC CHANGE,"Morgan, MG; Dowlatabadi, H"
